id,title,description,availability,availability date,expiration date,link,mobile link,image link,price,sale price,sale price effective date,identifier exists,gtin,mpn,brand,product highlight,product detail,additional image link,condition,adult,color,size,size type,size system,gender,material,pattern,age group,multipack,is bundle,unit pricing measure,unit pricing base measure,energy efficiency class,min energy efficiency class,min energy efficiency class.1,item group id,sell on google quantity,sale_price,cost,category,supplier,image_url,barcode,search_text,cost_confidence,image_confidence
DDK-LUC-001,Dark Desire 1kg,Dark Desire 1kg,in_stock,,,https://luckystore1947.vercel.app/product/DDK-LUC-001,https://luckystore1947.vercel.app/product/DDK-LUC-001,,1100.0,1100 BDT,,,,,Lucky Store,,,,new,,,,,,,,,,,,,,,,,Dark Desire kg-Lucky Store-01,,1100.0,950.0,Ice Cream,,,LS-000120,dark desire 1kg lucky store ice cream,100.0,65.0
DIS-LUC-001,Discone,Discone,in_stock,,,https://luckystore1947.vercel.app/product/DIS-LUC-001,https://luckystore1947.vercel.app/product/DIS-LUC-001,,100.0,100 BDT,,,,,Lucky Store,,,,new,,,,,,,,,,,,,,,,,Discone-Lucky Store-01,,100.0,83.33,Ice Cream,,,LS-000121,discone lucky store ice cream,100.0,36.36363636363637
DOI-LUC-001,Doi 1L,Doi 1L,in_stock,,,https://luckystore1947.vercel.app/product/DOI-LUC-001,https://luckystore1947.vercel.app/product/DOI-LUC-001,,450.0,450 BDT,,,,,Lucky Store,,,,new,,,,,,,,,,,,,,,,,Doi-Lucky Store-01,,450.0,340.0,Ice Cream,,,LS-000122,doi 1l lucky store ice cream,100.0,66.66666666666666
ERL-LUC-001,Eggs - Red (Loose),Eggs - Red (Loose),in_stock,,,https://luckystore1947.vercel.app/product/ERL-LUC-001,https://luckystore1947.vercel.app/product/ERL-LUC-001,,8.8,8.75 BDT,,,,,Lucky Store,,,,new,,,,,,,,,,,,,,,,,Eggs Red Loose-Lucky Store-01,,8.75,8.5,Dairy & Eggs,,,LS-000123,eggs - red (loose) lucky store dairy & eggs,100.0,45.0
EWL-LUC-001,Eggs - White (Loose),Eggs - White (Loose),in_stock,,,https://luckystore1947.vercel.app/product/EWL-LUC-001,https://luckystore1947.vercel.app/product/EWL-LUC-001,,8.8,8.75 BDT,,,,,Lucky Store,,,,new,,,,,,,,,,,,,,,,,Eggs White Loose-Lucky Store-01,,8.75,7.8,Dairy & Eggs,,,LS-000124,eggs - white (loose) lucky store dairy & eggs,100.0,50.0
FIC-LUC-001,Firni (cup),Firni (cup),in_stock,,,https://luckystore1947.vercel.app/product/FIC-LUC-001,https://luckystore1947.vercel.app/product/FIC-LUC-001,,70.0,70 BDT,,,,,Lucky Store,,,,new,,,,,,,,,,,,,,,,,Firni cup-Lucky Store-01,,70.0,59.17,Ice Cream,,,LS-000125,firni (cup) lucky store ice cream,100.0,62.5
FIR-LUC-001,Firni 1L,Firni 1L,in_stock,,,https://luckystore1947.vercel.app/product/FIR-LUC-001,https://luckystore1947.vercel.app/product/FIR-LUC-001,,450.0,450 BDT,,,,,Lucky Store,,,,new,,,,,,,,,,,,,,,,,Firni-Lucky Store-01,,450.0,340.0,Ice Cream,,,LS-000126,firni 1l lucky store ice cream,100.0,76.92307692307692
FCB-LUC-001,Foster Clarks Baking Powder - 225gm,Foster Clarks Baking Powder - 225gm,in_stock,,,https://luckystore1947.vercel.app/product/FCB-LUC-001,https://luckystore1947.vercel.app/product/FCB-LUC-001,,360.0,360 BDT,,,,,Lucky Store,,,,new,,,,,,,,,,,,,,,,,Foster Clarks Baking-Lucky Store-01,,360.0,340.0,Baking Needs,,https://d2t8nl1y0ie1km.cloudfront.net/images/thumbs/65fa95b5115075f231ecc912_Foster-Clarks-Baking-Powder-225gm_1_415.webp,LS-000127,foster clarks baking powder - 225gm lucky store baking needs,100.0,95.65217391304348
FSN-LUC-001,Freedom Sanitary Napkin Heavy Flow Wings - 16Pads,Freedom Sanitary Napkin Heavy Flow Wings - 16Pads,in_stock,,,https://luckystore1947.vercel.app/product/FSN-LUC-001,https://luckystore1947.vercel.app/product/FSN-LUC-001,,200.0,200 BDT,,,,,Lucky Store,,,,new,,,,,,,,,,,,,,,,,Freedom Sanitary Napkin-Lucky Store-01,,200.0,165.0,Baby Care,,,LS-000128,freedom sanitary napkin heavy flow wings - 16pads lucky store baby care,100.0,41.97530864197531
FRV-LUC-001,French Vanilla 1L,French Vanilla 1L,in_stock,,,https://luckystore1947.vercel.app/product/FRV-LUC-001,https://luckystore1947.vercel.app/product/FRV-LUC-001,,465.0,500 BDT,,,,,Lucky Store,,,,new,,,,,,,,,,,,,,,,,French Vanilla-Lucky Store-01,,500.0,425.0,Ice Cream,,,LS-000129,french vanilla 1l lucky store ice cream,100.0,58.333333333333336
GOK-LUC-001,Golden 1kg,Golden 1kg,in_stock,,,https://luckystore1947.vercel.app/product/GOK-LUC-001,https://luckystore1947.vercel.app/product/GOK-LUC-001,,1100.0,1100 BDT,,,,,Lucky Store,,,,new,,,,,,,,,,,,,,,,,Golden kg-Lucky Store-01,,1100.0,950.0,Ice Cream,,https://d2t8nl1y0ie1km.cloudfront.net/images/thumbs/68071dec1c4ffc7f7499f8c6_Golden-Harvest-French-Fries-1kg_1_415.webp,LS-000130,golden 1kg lucky store ice cream,100.0,100.0
HAA-LUC-001,Haiko Agar Agar - 20g,Haiko Agar Agar - 20g,in_stock,,,https://luckystore1947.vercel.app/product/HAA-LUC-001,https://luckystore1947.vercel.app/product/HAA-LUC-001,,160.0,160 BDT,,,,,Lucky Store,,,,new,,,,,,,,,,,,,,,,,Haiko Agar Agar-Lucky Store-01,,160.0,80.0,Cooking Needs,,,LS-000131,haiko agar agar - 20g lucky store cooking needs,100.0,61.53846153846154
HBS-LUC-001,Haiko Bit Salt Powder - 80g,Haiko Bit Salt Powder - 80g,in_stock,,,https://luckystore1947.vercel.app/product/HBS-LUC-001,https://luckystore1947.vercel.app/product/HBS-LUC-001,,55.0,55 BDT,,,,,Lucky Store,,,,new,,,,,,,,,,,,,,,,,Haiko Bit Salt-Lucky Store-01,,55.0,45.0,Spices ,,https://d2t8nl1y0ie1km.cloudfront.net/images/default-product.webp,LS-000132,haiko bit salt powder - 80g lucky store spices,100.0,87.5
IBC-LUC-001,Ispahani Blenders Choice Premium Black Tea - 200g,Ispahani Blenders Choice Premium Black Tea - 200g,in_stock,,,https://luckystore1947.vercel.app/product/IBC-LUC-001,https://luckystore1947.vercel.app/product/IBC-LUC-001,,160.0,160 BDT,,,,,Lucky Store,,,,new,,,,,,,,,,,,,,,,,Ispahani Blenders Choice-Lucky Store-01,,160.0,140.0,Tea & Coffee,,,LS-000133,ispahani blenders choice premium black tea - 200g lucky store tea & coffee,100.0,71.57894736842105
IBC-LUC-002,Ispahani Blenders Choice Premium Black Tea - 400g,Ispahani Blenders Choice Premium Black Tea - 400g,in_stock,,,https://luckystore1947.vercel.app/product/IBC-LUC-002,https://luckystore1947.vercel.app/product/IBC-LUC-002,,310.0,310 BDT,,,,,Lucky Store,,,,new,,,,,,,,,,,,,,,,,Ispahani Blenders Choice-Lucky Store-02,,310.0,265.0,Tea & Coffee,,,LS-000134,ispahani blenders choice premium black tea - 400g lucky store tea & coffee,100.0,71.57894736842105
IBC-LUC-003,Ispahani blenders choice premium green tea - 35g,Ispahani blenders choice premium green tea - 35g,in_stock,,,https://luckystore1947.vercel.app/product/IBC-LUC-003,https://luckystore1947.vercel.app/product/IBC-LUC-003,,110.0,110 BDT,,,,,Lucky Store,,,,new,,,,,,,,,,,,,,,,,Ispahani blenders choice-Lucky Store-03,,110.0,100.0,Tea & Coffee,,,LS-000135,ispahani blenders choice premium green tea - 35g lucky store tea & coffee,100.0,78.72340425531915
IMT-LUC-001,Ispahani Mirzapore Tea Bag - 50p,Ispahani Mirzapore Tea Bag - 50p,in_stock,,,https://luckystore1947.vercel.app/product/IMT-LUC-001,https://luckystore1947.vercel.app/product/IMT-LUC-001,,95.0,95 BDT,,,,,Lucky Store,,,,new,,,,,,,,,,,,,,,,,Ispahani Mirzapore Tea-Lucky Store-01,,95.0,88.0,Tea & Coffee,,,LS-000136,ispahani mirzapore tea bag - 50p lucky store tea & coffee,100.0,81.48148148148148
ISU-LUC-001,Isubgul,Isubgul,in_stock,,,https://luckystore1947.vercel.app/product/ISU-LUC-001,https://luckystore1947.vercel.app/product/ISU-LUC-001,,85.0,85 BDT,,,,,Lucky Store,,,,new,,,,,,,,,,,,,,,,,Isubgul-Lucky Store-01,,85.0,74.0,Cooking Needs,,https://d2t8nl1y0ie1km.cloudfront.net/images/thumbs/65fa93a7115075f231ec4c72_Shwapno-Isubgul-Vushi-200gm-Husk_1_415.webp,LS-000137,isubgul lucky store cooking needs,100.0,100.0
KAP-LUC-001,Kikkoman All Purpose Seasoning Soy Sauce - 1ltr,Kikkoman All Purpose Seasoning Soy Sauce - 1ltr,in_stock,,,https://luckystore1947.vercel.app/product/KAP-LUC-001,https://luckystore1947.vercel.app/product/KAP-LUC-001,,200.0,200 BDT,,,,,Lucky Store,,,,new,,,,,,,,,,,,,,,,,Kikkoman All Purpose-Lucky Store-01,,200.0,100.0,Condiments,,,LS-000138,kikkoman all purpose seasoning soy sauce - 1ltr lucky store condiments,100.0,51.76470588235294
KIF-LUC-001,Kitkat 1 Finger,Kitkat 1 Finger,in_stock,,,https://luckystore1947.vercel.app/product/KIF-LUC-001,https://luckystore1947.vercel.app/product/KIF-LUC-001,,30.0,30 BDT,,,,,Lucky Store,,,,new,,,,,,,,,,,,,,,,,Kitkat Finger-Lucky Store-01,,30.0,24.0,Chocolates & Candies,,,LS-000139,kitkat 1 finger lucky store chocolates & candies,100.0,57.142857142857146
KIF-LUC-002,Kitkat 3 Finger,Kitkat 3 Finger,in_stock,,,https://luckystore1947.vercel.app/product/KIF-LUC-002,https://luckystore1947.vercel.app/product/KIF-LUC-002,,65.0,65 BDT,,,,,Lucky Store,,,,new,,,,,,,,,,,,,,,,,Kitkat Finger-Lucky Store-02,,65.0,52.0,Chocolates & Candies,,,LS-000140,kitkat 3 finger lucky store chocolates & candies,100.0,57.142857142857146
KIF-LUC-003,Kitkat 4 Finger,Kitkat 4 Finger,in_stock,,,https://luckystore1947.vercel.app/product/KIF-LUC-003,https://luckystore1947.vercel.app/product/KIF-LUC-003,,80.0,80 BDT,,,,,Lucky Store,,,,new,,,,,,,,,,,,,,,,,Kitkat Finger-Lucky Store-03,,80.0,68.0,Chocolates & Candies,,,LS-000141,kitkat 4 finger lucky store chocolates & candies,100.0,57.142857142857146
KBF-LUC-001,Kodomo Bubble Fruit Toothpaste Gel Ultra Shield Formula (0.5 Years Up) - 40g,Kodomo Bubble Fruit Toothpaste Gel Ultra Shield Formula (0.5 Years Up) - 40g,in_stock,,,https://luckystore1947.vercel.app/product/KBF-LUC-001,https://luckystore1947.vercel.app/product/KBF-LUC-001,,165.0,165 BDT,,,,,Lucky Store,,,,new,,,,,,,,,,,,,,,,,Kodomo Bubble Fruit-Lucky Store-01,,165.0,145.0,Baby Care,,,LS-000142,kodomo bubble fruit toothpaste gel ultra shield formula (0.5 years up) - 40g lucky store baby care,100.0,47.61904761904762
KTO-LUC-001,Kodomo Toothpaste Orange Cream - 40g,Kodomo Toothpaste Orange Cream - 40g,in_stock,,,https://luckystore1947.vercel.app/product/KTO-LUC-001,https://luckystore1947.vercel.app/product/KTO-LUC-001,,170.0,170 BDT,,,,,Lucky Store,,,,new,,,,,,,,,,,,,,,,,Kodomo Toothpaste Orange-Lucky Store-01,,170.0,145.0,Personal Care,,,LS-000143,kodomo toothpaste orange cream - 40g lucky store personal care,100.0,65.38461538461539
LAC-LUC-001,Lactogen 2 350g,Lactogen 2 350g,in_stock,,,https://luckystore1947.vercel.app/product/LAC-LUC-001,https://luckystore1947.vercel.app/product/LAC-LUC-001,,680.0,680 BDT,,,,,Lucky Store,,,,new,,,,,,,,,,,,,,,,,Lactogen-Lucky Store-01,,680.0,642.0,Baby Care,,,LS-000144,lactogen 2 350g lucky store baby care,100.0,50.0
LAC-LUC-002,Lactogen 3 350g,Lactogen 3 350g,in_stock,,,https://luckystore1947.vercel.app/product/LAC-LUC-002,https://luckystore1947.vercel.app/product/LAC-LUC-002,,680.0,680 BDT,,,,,Lucky Store,,,,new,,,,,,,,,,,,,,,,,Lactogen-Lucky Store-02,,680.0,642.0,Baby Care,,,LS-000145,lactogen 3 350g lucky store baby care,100.0,47.05882352941177
LOL-LUC-001,Lolly (lemon),Lolly (lemon),in_stock,,,https://luckystore1947.vercel.app/product/LOL-LUC-001,https://luckystore1947.vercel.app/product/LOL-LUC-001,,20.0,20 BDT,,,,,Lucky Store,,,,new,,,,,,,,,,,,,,,,,Lolly lemon-Lucky Store-01,,20.0,17.0,Ice Cream,,,LS-000146,lolly (lemon) lucky store ice cream,100.0,55.55555555555556
LOO-LUC-001,Lolly (orange),Lolly (orange),in_stock,,,https://luckystore1947.vercel.app/product/LOO-LUC-001,https://luckystore1947.vercel.app/product/LOO-LUC-001,,20.0,20 BDT,,,,,Lucky Store,,,,new,,,,,,,,,,,,,,,,,Lolly orange-Lucky Store-01,,20.0,17.0,Ice Cream,,,LS-000147,lolly (orange) lucky store ice cream,100.0,64.28571428571428
MPD-LUC-001,Mabroom Premium Dates - 500G,Mabroom Premium Dates - 500G,in_stock,,,https://luckystore1947.vercel.app/product/MPD-LUC-001,https://luckystore1947.vercel.app/product/MPD-LUC-001,,1000.0,1000 BDT,,,,,Lucky Store,,,,new,,,,,,,,,,,,,,,,,Mabroom Premium Dates-Lucky Store-01,,1000.0,600.0,Snacks,,,LS-000148,mabroom premium dates - 500g lucky store snacks,100.0,58.8235294117647
MAC-LUC-001,Macho,Macho,in_stock,,,https://luckystore1947.vercel.app/product/MAC-LUC-001,https://luckystore1947.vercel.app/product/MAC-LUC-001,,50.0,50 BDT,,,,,Lucky Store,,,,new,,,,,,,,,,,,,,,,,Macho-Lucky Store-01,,50.0,42.5,Ice Cream,,https://d2t8nl1y0ie1km.cloudfront.net/images/thumbs/65fa960ad61902ef23078ba5_Igloo-Premium-Macho-82ml_1_415.webp,LS-000149,macho lucky store ice cream,100.0,100.0
MMF-LUC-001,Maggi 496g (Masala Flavour),Maggi 496g (Masala Flavour),in_stock,,,https://luckystore1947.vercel.app/product/MMF-LUC-001,https://luckystore1947.vercel.app/product/MMF-LUC-001,,200.0,200 BDT,,,,,Lucky Store,,,,new,,,,,,,,,,,,,,,,,Maggi Masala Flavour-Lucky Store-01,,200.0,159.0,Snacks,,,LS-000150,maggi 496g (masala flavour) lucky store snacks,100.0,54.90196078431372
MAP-LUC-001,Maggi 4ps,Maggi 4ps,in_stock,,,https://luckystore1947.vercel.app/product/MAP-LUC-001,https://luckystore1947.vercel.app/product/MAP-LUC-001,,235.0,235 BDT,,,,,Lucky Store,,,,new,,,,,,,,,,,,,,,,,Maggi ps-Lucky Store-01,,235.0,,Snacks,,,LS-000151,maggi 4ps lucky store snacks,100.0,71.42857142857143
MAP-LUC-002,Maggi 8ps,Maggi 8ps,in_stock,,,https://luckystore1947.vercel.app/product/MAP-LUC-002,https://luckystore1947.vercel.app/product/MAP-LUC-002,,236.0,236 BDT,,,,,Lucky Store,,,,new,,,,,,,,,,,,,,,,,Maggi ps-Lucky Store-02,,236.0,,Snacks,,,LS-000152,maggi 8ps lucky store snacks,100.0,71.42857142857143
MCS-LUC-001,Maggi Chicken Sizzling 8g,Maggi Chicken Sizzling 8g,in_stock,,,https://luckystore1947.vercel.app/product/MCS-LUC-001,https://luckystore1947.vercel.app/product/MCS-LUC-001,,10.0,10 BDT,,,,,Lucky Store,,,,new,,,,,,,,,,,,,,,,,Maggi Chicken Sizzling-Lucky Store-01,,10.0,9.0,Snacks,,,LS-000153,maggi chicken sizzling 8g lucky store snacks,100.0,70.0
MCS-LUC-002,Maggi Corn Soup 25g,Maggi Corn Soup 25g,in_stock,,,https://luckystore1947.vercel.app/product/MCS-LUC-002,https://luckystore1947.vercel.app/product/MCS-LUC-002,,55.0,55 BDT,,,,,Lucky Store,,,,new,,,,,,,,,,,,,,,,,Maggi Corn Soup-Lucky Store-01,,55.0,50.0,Snacks,,https://d2t8nl1y0ie1km.cloudfront.net/images/thumbs/65fa9610d61902ef23078bed_Maggi-Healthy-Soup-Corn-With-Chicken-25gm_1_415.webp,LS-000154,maggi corn soup 25g lucky store snacks,100.0,88.23529411764706
MFC-LUC-001,Maggi Fried Chicken 400g,Maggi Fried Chicken 400g,in_stock,,,https://luckystore1947.vercel.app/product/MFC-LUC-001,https://luckystore1947.vercel.app/product/MFC-LUC-001,,180.0,180 BDT,,,,,Lucky Store,,,,new,,,,,,,,,,,,,,,,,Maggi Fried Chicken-Lucky Store-01,,180.0,162.0,Snacks,,,LS-000155,maggi fried chicken 400g lucky store snacks,100.0,70.37037037037037
MFP-LUC-001,Maggi Fun Pack 992g,Maggi Fun Pack 992g,in_stock,,,https://luckystore1947.vercel.app/product/MFP-LUC-001,https://luckystore1947.vercel.app/product/MFP-LUC-001,,340.0,340 BDT,,,,,Lucky Store,,,,new,,,,,,,,,,,,,,,,,Maggi Fun Pack-Lucky Store-01,,340.0,308.0,Snacks,,,LS-000156,maggi fun pack 992g lucky store snacks,100.0,84.84848484848484
MSM-LUC-001,Maggi Shaad-E-Magic 4g,Maggi Shaad-E-Magic 4g,in_stock,,,https://luckystore1947.vercel.app/product/MSM-LUC-001,https://luckystore1947.vercel.app/product/MSM-LUC-001,,5.0,5 BDT,,,,,Lucky Store,,,,new,,,,,,,,,,,,,,,,,Maggi Shaad Magic-Lucky Store-01,,5.0,4.5,Snacks,,,LS-000157,maggi shaad-e-magic 4g lucky store snacks,100.0,58.8235294117647
MTS-LUC-001,Maggi Thai Soup 35g,Maggi Thai Soup 35g,in_stock,,,https://luckystore1947.vercel.app/product/MTS-LUC-001,https://luckystore1947.vercel.app/product/MTS-LUC-001,,55.0,55 BDT,,,,,Lucky Store,,,,new,,,,,,,,,,,,,,,,,Maggi Thai Soup-Lucky Store-01,,55.0,50.0,Snacks,,https://d2t8nl1y0ie1km.cloudfront.net/images/thumbs/65fa9615d61902ef23078c25_Maggi-Healthy-Soup-Thai-35gm_1_415.webp,LS-000158,maggi thai soup 35g lucky store snacks,100.0,88.23529411764706
MVS-LUC-001,Maggi Vegetable Soup 25g,Maggi Vegetable Soup 25g,in_stock,,,https://luckystore1947.vercel.app/product/MVS-LUC-001,https://luckystore1947.vercel.app/product/MVS-LUC-001,,50.0,50 BDT,,,,,Lucky Store,,,,new,,,,,,,,,,,,,,,,,Maggi Vegetable Soup-Lucky Store-01,,50.0,45.5,Snacks,,https://d2t8nl1y0ie1km.cloudfront.net/images/thumbs/65fa9614d61902ef23078c21_Maggi-Healthy-Soup-Vegetable-25gm_1_415.webp,LS-000159,maggi vegetable soup 25g lucky store snacks,100.0,90.9090909090909
MAP-LUC-003,Magi 12ps,Magi 12ps,in_stock,,,https://luckystore1947.vercel.app/product/MAP-LUC-003,https://luckystore1947.vercel.app/product/MAP-LUC-003,,237.0,237 BDT,,,,,Lucky Store,,,,new,,,,,,,,,,,,,,,,,Magi ps-Lucky Store-01,,237.0,,Snacks,,,LS-000160,magi 12ps lucky store snacks,100.0,50.0
MBP-LUC-001,Maltova Baking Powder 100g,100g,in_stock,,,https://luckystore1947.vercel.app/product/MBP-LUC-001,https://luckystore1947.vercel.app/product/MBP-LUC-001,,80.0,80 BDT,,,,,Lucky Store,,,,new,,,,,,,,,,,,,,,,,Maltova Baking Powder-Lucky Store-01,,80.0,40.0,Cooking Needs,,,LS-000161,maltova baking powder 100g lucky store cooking needs,100.0,78.43137254901961
MAM-LUC-001,Mango Melody 1L,Mango Melody 1L,in_stock,,,https://luckystore1947.vercel.app/product/MAM-LUC-001,https://luckystore1947.vercel.app/product/MAM-LUC-001,,350.0,350 BDT,,,,,Lucky Store,,,,new,,,,,,,,,,,,,,,,,Mango Melody-Lucky Store-01,,350.0,300.0,Ice Cream,,,LS-000162,mango melody 1l lucky store ice cream,100.0,58.53658536585366
MPG-LUC-001,Marks Powder 1000gm,1000gm,in_stock,,,https://luckystore1947.vercel.app/product/MPG-LUC-001,https://luckystore1947.vercel.app/product/MPG-LUC-001,,950.0,945 BDT,,,,,Lucky Store,,,,new,,,,,,,,,,,,,,,,,Marks Powder gm-Lucky Store-01,,945.0,877.0,Dairy & Eggs,,,LS-000163,marks powder 1000gm lucky store dairy & eggs,100.0,81.25
MPG-LUC-002,Marks Powder 15gm,15gm,in_stock,,,https://luckystore1947.vercel.app/product/MPG-LUC-002,https://luckystore1947.vercel.app/product/MPG-LUC-002,,15.0,15 BDT,,,,,Lucky Store,,,,new,,,,,,,,,,,,,,,,,Marks Powder gm-Lucky Store-02,,15.0,12.75,Dairy & Eggs,,,LS-000164,marks powder 15gm lucky store dairy & eggs,100.0,82.75862068965517
MPG-LUC-003,Marks Powder 250gm,250gm,in_stock,,,https://luckystore1947.vercel.app/product/MPG-LUC-003,https://luckystore1947.vercel.app/product/MPG-LUC-003,,245.0,245 BDT,,,,,Lucky Store,,,,new,,,,,,,,,,,,,,,,,Marks Powder gm-Lucky Store-03,,245.0,222.5,Dairy & Eggs,,,LS-000165,marks powder 250gm lucky store dairy & eggs,100.0,80.0
MPG-LUC-004,Marks Powder 500gm,500gm,in_stock,,,https://luckystore1947.vercel.app/product/MPG-LUC-004,https://luckystore1947.vercel.app/product/MPG-LUC-004,,480.0,480 BDT,,,,,Lucky Store,,,,new,,,,,,,,,,,,,,,,,Marks Powder gm-Lucky Store-04,,480.0,441.0,Dairy & Eggs,,,LS-000166,marks powder 500gm lucky store dairy & eggs,100.0,80.0
MPG-LUC-005,Marks Powder 75gm,75gm,in_stock,,,https://luckystore1947.vercel.app/product/MPG-LUC-005,https://luckystore1947.vercel.app/product/MPG-LUC-005,,80.0,80 BDT,,,,,Lucky Store,,,,new,,,,,,,,,,,,,,,,,Marks Powder gm-Lucky Store-05,,80.0,71.25,Dairy & Eggs,,,LS-000167,marks powder 75gm lucky store dairy & eggs,100.0,82.75862068965517
MPG-LUC-006,Marks Powder 8gm,8gm,in_stock,,,https://luckystore1947.vercel.app/product/MPG-LUC-006,https://luckystore1947.vercel.app/product/MPG-LUC-006,,10.0,10 BDT,,,,,Lucky Store,,,,new,,,,,,,,,,,,,,,,,Marks Powder gm-Lucky Store-06,,10.0,8.0,Dairy & Eggs,,https://d2t8nl1y0ie1km.cloudfront.net/images/thumbs/65fa9523115075f231ec86d7_Marks-Active-School-2in1-Chocolate-Milk-Powder-400gm_1_415.webp,LS-000168,marks powder 8gm lucky store dairy & eggs,100.0,85.71428571428571
MFN-LUC-001,Mars Fruit & Nut Chocolate - 32g,Mars Fruit & Nut Chocolate - 32g,in_stock,,,https://luckystore1947.vercel.app/product/MFN-LUC-001,https://luckystore1947.vercel.app/product/MFN-LUC-001,,220.0,220 BDT,,,,,Lucky Store,,,,new,,,,,,,,,,,,,,,,,Mars Fruit Nut-Lucky Store-01,,220.0,120.0,Chocolates & Candies,,,LS-000169,mars fruit & nut chocolate - 32g lucky store chocolates & candies,100.0,63.829787234042556
MMM-LUC-001,Maxline ML-073 Multi Color Multiplug 3 Port with 3M Cable,Maxline ML-073 Multi Color Multiplug 3 Port with 3M Cable,in_stock,,,https://luckystore1947.vercel.app/product/MMM-LUC-001,https://luckystore1947.vercel.app/product/MMM-LUC-001,,290.0,290 BDT,,,,,Lucky Store,,,,new,,,,,,,,,,,,,,,,,Maxline ML Multi-Lucky Store-01,,290.0,180.0,Electronics,,,LS-000170,maxline ml-073 multi color multiplug 3 port with 3m cable lucky store electronics,100.0,42.71844660194175
MEN-LUC-001,Mentos,Mentos,in_stock,,,https://luckystore1947.vercel.app/product/MEN-LUC-001,https://luckystore1947.vercel.app/product/MEN-LUC-001,,40.0,40 BDT,,,,,Lucky Store,,,,new,,,,,,,,,,,,,,,,,Mentos-Lucky Store-01,,40.0,33.33,Chocolates & Candies,,https://d2t8nl1y0ie1km.cloudfront.net/images/thumbs/66817857380e8899e56cc8e5_Mentos-Spearmint-Gum-56g-UK_1_415.webp,LS-000171,mentos lucky store chocolates & candies,100.0,100.0
MCC-LUC-001,Meridian Chicken Chips,Meridian Chicken Chips,in_stock,,,https://luckystore1947.vercel.app/product/MCC-LUC-001,https://luckystore1947.vercel.app/product/MCC-LUC-001,,20.0,20 BDT,,,,,Lucky Store,,,,new,,,,,,,,,,,,,,,,,Meridian Chicken Chips-Lucky Store-01,,20.0,17.0,Snacks,,https://d2t8nl1y0ie1km.cloudfront.net/images/thumbs/65fa9610d61902ef23078bf5_Meridian-Real-Thai-Chicken-Chips-182gm_1_415.webp,LS-000172,meridian chicken chips lucky store snacks,100.0,100.0
MSC-LUC-001,Meridian Shrimp Chips,Meridian Shrimp Chips,in_stock,,,https://luckystore1947.vercel.app/product/MSC-LUC-001,https://luckystore1947.vercel.app/product/MSC-LUC-001,,20.0,20 BDT,,,,,Lucky Store,,,,new,,,,,,,,,,,,,,,,,Meridian Shrimp Chips-Lucky Store-01,,20.0,17.0,Snacks,,,LS-000173,meridian shrimp chips lucky store snacks,100.0,80.0
MSQ-LUC-001,MI 9se 18W Quick Charger 3.0 With Power Adapter,MI 9se 18W Quick Charger 3.0 With Power Adapter,in_stock,,,https://luckystore1947.vercel.app/product/MSQ-LUC-001,https://luckystore1947.vercel.app/product/MSQ-LUC-001,,380.0,380 BDT,,,,,Lucky Store,,,,new,,,,,,,,,,,,,,,,,MI se Quick-Lucky Store-01,,380.0,215.0,Electronics,,,LS-000174,mi 9se 18w quick charger 3.0 with power adapter lucky store electronics,100.0,48.484848484848484
MBS-LUC-001,Mohammad Baking Soda - 86g,Mohammad Baking Soda - 86g,in_stock,,,https://luckystore1947.vercel.app/product/MBS-LUC-001,https://luckystore1947.vercel.app/product/MBS-LUC-001,,60.0,60 BDT,,,,,Lucky Store,,,,new,,,,,,,,,,,,,,,,,Mohammad Baking Soda-Lucky Store-01,,60.0,30.0,Baking Needs,,,LS-000175,mohammad baking soda - 86g lucky store baking needs,100.0,66.66666666666666
MOY-LUC-001,Mohammad Yeast,Mohammad Yeast,in_stock,,,https://luckystore1947.vercel.app/product/MOY-LUC-001,https://luckystore1947.vercel.app/product/MOY-LUC-001,,65.0,65 BDT,,,,,Lucky Store,,,,new,,,,,,,,,,,,,,,,,Mohammad Yeast-Lucky Store-01,,65.0,30.0,Baking Needs,,,LS-000176,mohammad yeast lucky store baking needs,100.0,52.63157894736842
MOM-LUC-001,Mojo 250ml,Mojo 250ml,in_stock,,,https://luckystore1947.vercel.app/product/MOM-LUC-001,https://luckystore1947.vercel.app/product/MOM-LUC-001,,20.0,20 BDT,,,,,Lucky Store,,,,new,,,,,,,,,,,,,,,,,Mojo ml-Lucky Store-01,,20.0,16.5,Beverages,,https://d2t8nl1y0ie1km.cloudfront.net/images/thumbs/65fa9386115075f231ec4ace_Mojo-250ml-Pet_1_415.webp,LS-000177,mojo 250ml lucky store beverages,100.0,100.0
MOM-LUC-002,Mojo 500ml,Mojo 500ml,in_stock,,,https://luckystore1947.vercel.app/product/MOM-LUC-002,https://luckystore1947.vercel.app/product/MOM-LUC-002,,40.0,40 BDT,,,,,Lucky Store,,,,new,,,,,,,,,,,,,,,,,Mojo ml-Lucky Store-02,,40.0,33.0,Beverages,,https://d2t8nl1y0ie1km.cloudfront.net/images/thumbs/6728a0343a11aefc405bb4b7_Mojo-500ml-Pet_1_415.webp,LS-000178,mojo 500ml lucky store beverages,100.0,100.0
