id,title,description,link,image_link,availability,price,condition,brand,sale_price,identifier_exists,gtin,mpn,additional_image_link,image_link_source,image_match_confidence
INV-0114,Vim Dish Washing Powder 500g,Dishwashing Powder 500g,https://luckystore.com/product/INV-0114,https://luckystore.com/images/products/INV-0114.jpg,in_stock,50.00 BDT,new,Unilever,,no,,,,placeholder,
INV-0115,Glucose 350g,Powdered Drink 350g,https://luckystore.com/product/INV-0115,https://luckystore.com/images/products/INV-0115.jpg,in_stock,135.00 BDT,new,Unilever,130.00 BDT,no,,,,placeholder,
INV-0116,Kellogs Oats 900g,Kellogs Oats 900g. Premium quality Cereals available at Lucky Store.,https://luckystore.com/product/INV-0116,https://luckystore.com/images/products/INV-0116.jpg,in_stock,750.00 BDT,new,KELLOGS,,no,,,,placeholder,
INV-0117,Aarong Standardized Milk 500ml,Aarong Standardized Milk 500ml. Premium quality Dairy & Eggs available at Lucky Store.,https://luckystore.com/product/INV-0117,https://luckystore.com/images/products/INV-0117.jpg,in_stock,50.00 BDT,new,Lucky Store,,no,,,,placeholder,
INV-0118,Tang Orange Refill Pack 200gm,Tang Orange Refill Pack 200gm. Premium quality Beverages available at Lucky Store.,https://luckystore.com/product/INV-0118,https://luckystore.com/images/products/INV-0118.jpg,in_stock,200.00 BDT,new,Lucky Store,,no,,,,placeholder,
INV-0119,detol bodywash,detol bodywash,https://luckystore.com/product/INV-0119,https://luckystore.com/images/products/INV-0119.jpg,in_stock,225.00 BDT,new,Lucky Store,,no,,,,placeholder,
INV-0120,Maggi Shaad-E-Magic 4g,Maggi Shaad-E-Magic 4g. Premium quality Snacks available at Lucky Store.,https://luckystore.com/product/INV-0120,https://luckystore.com/images/products/INV-0120.jpg,in_stock,5.00 BDT,new,Lucky Store,,no,,,,placeholder,
INV-0121,Maggi Chicken Sizzling 8g,Maggi Chicken Sizzling 8g. Premium quality Snacks available at Lucky Store.,https://luckystore.com/product/INV-0121,https://luckystore.com/images/products/INV-0121.jpg,in_stock,10.00 BDT,new,Lucky Store,,no,,,,placeholder,
INV-0122,Maggi Fried Chicken 400g,Maggi Fried Chicken 400g. Premium quality Snacks available at Lucky Store.,https://luckystore.com/product/INV-0122,https://luckystore.com/images/products/INV-0122.jpg,in_stock,180.00 BDT,new,Lucky Store,,no,,,,placeholder,
INV-0123,Nescafe Americano 8g sachet,Nescafe Americano 8g sachet. Premium quality Tea & Coffee available at Lucky Store.,https://luckystore.com/product/INV-0123,https://luckystore.com/images/products/INV-0123.jpg,in_stock,10.00 BDT,new,Lucky Store,,no,,,,placeholder,
INV-0124,Nescafe Hazelnut Latte,Nescafe Hazelnut Latte. Premium quality Tea & Coffee available at Lucky Store.,https://luckystore.com/product/INV-0124,https://luckystore.com/images/products/INV-0124.jpg,in_stock,30.00 BDT,new,Lucky Store,,no,,,,placeholder,
INV-0125,Nescafe Classic 0.9g Sachet,Nescafe Classic 0.9g Sachet. Premium quality Tea & Coffee available at Lucky Store.,https://luckystore.com/product/INV-0125,https://luckystore.com/images/products/INV-0125.jpg,in_stock,5.00 BDT,new,Lucky Store,,no,,,,placeholder,
INV-0126,Vim Dish Washing Bar 300g,Dishwashing Bar 300g,https://luckystore.com/product/INV-0126,https://luckystore.com/images/products/INV-0126.jpg,in_stock,40.00 BDT,new,Unilever,,no,,,,placeholder,
INV-0127,Energy Plus - Standard Pack,Energy Plus - Standard Pack. Premium quality Biscuits & Cookies available at Lucky Store.,https://luckystore.com/product/INV-0127,https://luckystore.com/images/products/INV-0127.jpg,in_stock,15.00 BDT,new,Olympic Industries Limited,,no,,,,placeholder,
INV-0128,Tip -Standard Pack,Tip -Standard Pack. Premium quality Biscuits & Cookies available at Lucky Store.,https://luckystore.com/product/INV-0128,https://luckystore.com/images/products/INV-0128.jpg,in_stock,15.00 BDT,new,Olympic Industries Limited,,no,,,,placeholder,
INV-0129,Nutty - Standard Pack,Nutty - Standard Pack. Premium quality Biscuits & Cookies available at Lucky Store.,https://luckystore.com/product/INV-0129,https://luckystore.com/images/products/INV-0129.jpg,in_stock,15.00 BDT,new,Olympic Industries Limited,,no,,,,placeholder,
INV-0130,Honey Tea Bag 25g,Tea Bag 25g,https://luckystore.com/product/INV-0130,https://luckystore.com/images/products/INV-0130.jpg,in_stock,170.00 BDT,new,TAAZA,165.00 BDT,no,,,,placeholder,
INV-0131,Lipton Pure Tea 25g,Tea Bag 25g,https://luckystore.com/product/INV-0131,https://luckystore.com/images/products/INV-0131.jpg,in_stock,160.00 BDT,new,TAAZA,155.00 BDT,no,,,,placeholder,
INV-0132,Radhuni Holud Gura 50gm,50gm,https://luckystore.com/product/INV-0132,https://luckystore.com/images/products/INV-0132.jpg,in_stock,40.00 BDT,new,Lucky Store,38.00 BDT,no,,,,placeholder,
INV-0133,Taaza Tea Bag,Taaza Tea Bag. Premium quality Tea & Coffee available at Lucky Store.,https://luckystore.com/product/INV-0133,https://luckystore.com/images/products/INV-0133.jpg,in_stock,95.00 BDT,new,TAAZA,,no,,,,placeholder,
INV-0134,Doodles Stick Noodles 150g,Doodles Stick Noodles 150g,https://luckystore.com/product/INV-0134,https://luckystore.com/images/products/INV-0134.jpg,in_stock,20.00 BDT,new,Lucky Store,,no,,,,placeholder,
INV-0135,Dove Shampoo Intensive Repair 330ml,Shampoo 330ml,https://luckystore.com/product/INV-0135,https://luckystore.com/images/products/INV-0135.jpg,in_stock,440.00 BDT,new,Unilever,420.00 BDT,no,,,,placeholder,
INV-0136,Taaza 50g,Taaza 50g. Premium quality Tea & Coffee available at Lucky Store.,https://luckystore.com/product/INV-0136,https://luckystore.com/images/products/INV-0136.jpg,in_stock,30.00 BDT,new,TAAZA,29.70 BDT,no,,,,placeholder,
INV-0137,Transtec LED Bright 9w Pin,Transtec LED Bright 9w Pin. Premium quality Electronics available at Lucky Store.,https://luckystore.com/product/INV-0137,https://luckystore.com/images/products/INV-0137.jpg,in_stock,220.00 BDT,new,Lucky Store,200.00 BDT,no,,,,placeholder,
INV-0138,Clear Shampoo Cool Sport Menthol 80ml,Shampoo 80ml,https://luckystore.com/product/INV-0138,https://luckystore.com/images/products/INV-0138.jpg,in_stock,120.00 BDT,new,Unilever,115.00 BDT,no,,,,placeholder,
INV-0139,Taaza 100g,Taaza 100g. Premium quality Tea & Coffee available at Lucky Store.,https://luckystore.com/product/INV-0139,https://luckystore.com/images/products/INV-0139.jpg,in_stock,60.00 BDT,new,TAAZA,,no,,,,placeholder,
INV-0140,Nutrilife Pomegranate 1L,Nutrilife Pomegranate 1L. Premium quality Beverages available at Lucky Store.,https://luckystore.com/product/INV-0140,https://luckystore.com/images/products/INV-0140.jpg,in_stock,350.00 BDT,new,Lucky Store,,no,,,,placeholder,
INV-0141,Lifebouy Liquid Lemon Fresh 200ml,Handwash 200ml,https://luckystore.com/product/INV-0141,https://luckystore.com/images/products/INV-0141.jpg,in_stock,120.00 BDT,new,Unilever,118.00 BDT,no,,,,placeholder,
INV-0142,Taaza 400g,Taaza 400g. Premium quality Tea & Coffee available at Lucky Store.,https://luckystore.com/product/INV-0142,https://luckystore.com/images/products/INV-0142.jpg,in_stock,250.00 BDT,new,TAAZA,,no,,,,placeholder,
INV-0143,Oats Bar,Oats Bar. Premium quality Chocolates & Candies available at Lucky Store.,https://luckystore.com/product/INV-0143,https://luckystore.com/images/products/INV-0143.jpg,in_stock,120.00 BDT,new,Lucky Store,,no,,,,placeholder,
INV-0144,Digestive -Standard Pack,Digestive -Standard Pack. Premium quality Biscuits & Cookies available at Lucky Store.,https://luckystore.com/product/INV-0144,https://luckystore.com/images/products/INV-0144.jpg,in_stock,30.00 BDT,new,Olympic Industries Limited,,no,,,,placeholder,
INV-0145,Tang Orange Refill Pack 500gm,Tang Orange Refill Pack 500gm. Premium quality Beverages available at Lucky Store.,https://luckystore.com/product/INV-0145,https://luckystore.com/images/products/INV-0145.jpg,in_stock,425.00 BDT,new,Lucky Store,,no,,,,placeholder,
INV-0146,Radhuni Kala Bhuna 80gm,80gm,https://luckystore.com/product/INV-0146,https://luckystore.com/images/products/INV-0146.jpg,in_stock,100.00 BDT,new,Lucky Store,98.00 BDT,no,,,,placeholder,
INV-0147,Radhuni Dhoniya Gura 100gm,100gm,https://luckystore.com/product/INV-0147,https://luckystore.com/images/products/INV-0147.jpg,in_stock,60.00 BDT,new,Lucky Store,,no,,,,placeholder,
INV-0148,Taaza 500g,Taaza 500g. Premium quality Tea & Coffee available at Lucky Store.,https://luckystore.com/product/INV-0148,https://luckystore.com/images/products/INV-0148.jpg,in_stock,300.00 BDT,new,TAAZA,,no,,,,placeholder,
INV-0149,Tip - Family Pack,Tip - Family Pack. Premium quality Biscuits & Cookies available at Lucky Store.,https://luckystore.com/product/INV-0149,https://luckystore.com/images/products/INV-0149.jpg,in_stock,60.00 BDT,new,Olympic Industries Limited,,no,,,,placeholder,
INV-0150,Lifebouy Health Soap Total 90g,Soap 90g,https://luckystore.com/product/INV-0150,https://luckystore.com/images/products/INV-0150.jpg,in_stock,55.00 BDT,new,Unilever,,no,,,,placeholder,
INV-0151,Radhuni Mezbani Gorur Masala 68gm,68gm,https://luckystore.com/product/INV-0151,https://luckystore.com/images/products/INV-0151.jpg,in_stock,100.00 BDT,new,Lucky Store,98.00 BDT,no,,,,placeholder,
INV-0152,Radhuni Panch Phoron Powder,50gm,https://luckystore.com/product/INV-0152,https://luckystore.com/images/products/INV-0152.jpg,in_stock,30.00 BDT,new,Lucky Store,,no,,,,placeholder,
INV-0153,Taaza 500g 3 star,Taaza 500g 3 star. Premium quality Tea & Coffee available at Lucky Store.,https://luckystore.com/product/INV-0153,https://luckystore.com/images/products/INV-0153.jpg,in_stock,250.00 BDT,new,TAAZA,,no,,,,placeholder,
INV-0154,Lifebouy Health Soap Lemon Fresh 90g,Soap 90g,https://luckystore.com/product/INV-0154,https://luckystore.com/images/products/INV-0154.jpg,in_stock,55.00 BDT,new,Unilever,,no,,,,placeholder,
INV-0155,Godrej Good Knight Power Activ+ (Machine + Refill),Mosquito Killer,https://luckystore.com/product/INV-0155,https://luckystore.com/images/products/INV-0155.jpg,in_stock,180.00 BDT,new,GODREJ,,no,,,,placeholder,
INV-0156,Radhuni Morich Gura 200gm,200gm,https://luckystore.com/product/INV-0156,https://luckystore.com/images/products/INV-0156.jpg,in_stock,140.00 BDT,new,Lucky Store,135.00 BDT,no,,,,placeholder,
INV-0157,Pond Daily 100g,Facewash 100g,https://luckystore.com/product/INV-0157,https://luckystore.com/images/products/INV-0157.jpg,in_stock,170.00 BDT,new,Unilever,160.00 BDT,no,,,,placeholder,
INV-0158,Lifebouy Hand Soap Total 90g,Soap 90g,https://luckystore.com/product/INV-0158,https://luckystore.com/images/products/INV-0158.jpg,in_stock,60.00 BDT,new,Unilever,55.00 BDT,no,,,,placeholder,
INV-0159,Doodles Instant Noodles Ramen 62g (8 Pack),Doodles Instant Noodles Ramen 62g (8 Pack). Premium quality Snacks available at Lucky Store.,https://luckystore.com/product/INV-0159,https://luckystore.com/images/products/INV-0159.jpg,in_stock,210.00 BDT,new,DIPLOMA,,no,,,,placeholder,
INV-0160,Dove Conditioner Intensive Repair 7ml,Conditioner 7ml,https://luckystore.com/product/INV-0160,https://luckystore.com/images/products/INV-0160.jpg,in_stock,5.00 BDT,new,Unilever,,no,,,,placeholder,
INV-0161,Dove Conditioner Hairfall Rescue 170ml,Conditioner 170ml,https://luckystore.com/product/INV-0161,https://luckystore.com/images/products/INV-0161.jpg,in_stock,290.00 BDT,new,Unilever,275.00 BDT,no,,,,placeholder,
INV-0162,Godrej Good Knigth Bullet (Machine+Refill),Mosquito Killer,https://luckystore.com/product/INV-0162,https://luckystore.com/images/products/INV-0162.jpg,in_stock,95.00 BDT,new,GODREJ,,no,,,,placeholder,
INV-0163,Eggs - White (Loose),Eggs - White (Loose). Premium quality Dairy & Eggs available at Lucky Store.,https://luckystore.com/product/INV-0163,https://luckystore.com/images/products/INV-0163.jpg,in_stock,8.80 BDT,new,Lucky Store,8.75 BDT,no,,,,placeholder,
INV-0164,Bellame Digestive Biscuit 135g,check MRP,https://luckystore.com/product/INV-0164,https://luckystore.com/images/products/INV-0164.jpg,in_stock,35.00 BDT,new,DIPLOMA,,no,,,,placeholder,
INV-0165,Radhuni Morich Gura 500gm,500gm,https://luckystore.com/product/INV-0165,https://luckystore.com/images/products/INV-0165.jpg,in_stock,345.00 BDT,new,Lucky Store,330.00 BDT,no,,,,placeholder,
INV-0166,Goodknight Refill Liquid (45ml),45ml,https://luckystore.com/product/INV-0166,https://luckystore.com/images/products/INV-0166.jpg,in_stock,130.00 BDT,new,GODREJ,125.00 BDT,no,,,,placeholder,
INV-0167,Transtec Backup 10w Churi,Transtec Backup 10w Churi. Premium quality Electronics available at Lucky Store.,https://luckystore.com/product/INV-0167,https://luckystore.com/images/products/INV-0167.jpg,in_stock,750.00 BDT,new,Lucky Store,700.00 BDT,no,,,,placeholder,
INV-0168,Bashundhara Facial tissue box 150pcs,Bashundhara Facial tissue box 150pcs. Premium quality Cleaning Supply available at Lucky Store.,https://luckystore.com/product/INV-0168,https://luckystore.com/images/products/INV-0168.jpg,in_stock,100.00 BDT,new,Lucky Store,95.00 BDT,no,,,,placeholder,
INV-0169,Lux Soap Velvet Touch 150g,Soap 150g,https://luckystore.com/product/INV-0169,https://luckystore.com/images/products/INV-0169.jpg,in_stock,90.00 BDT,new,Unilever,,no,,,,placeholder,
INV-0170,Godrej Red HIT (200ml),Aerosol 200ml,https://luckystore.com/product/INV-0170,https://luckystore.com/images/products/INV-0170.jpg,in_stock,200.00 BDT,new,GODREJ,,no,,,,placeholder,
INV-0171,Radhuni Holud Gura 500gm,500gm,https://luckystore.com/product/INV-0171,https://luckystore.com/images/products/INV-0171.jpg,in_stock,335.00 BDT,new,Lucky Store,320.00 BDT,no,,,,placeholder,
INV-0172,Dove Shampoo Intensive Repair 6ml,Shampoo 6ml,https://luckystore.com/product/INV-0172,https://luckystore.com/images/products/INV-0172.jpg,in_stock,4.00 BDT,new,Unilever,,no,,,,placeholder,
INV-0173,Radhuni Murgir Masala 100gm,100gm,https://luckystore.com/product/INV-0173,https://luckystore.com/images/products/INV-0173.jpg,in_stock,95.00 BDT,new,Lucky Store,,no,,,,placeholder,
INV-0174,Ponds Light 50ml,Moisturizer 50ml,https://luckystore.com/product/INV-0174,https://luckystore.com/images/products/INV-0174.jpg,in_stock,200.00 BDT,new,Unilever,190.00 BDT,no,,,,placeholder,
INV-0175,Seylon Cha Pata 500gm,500gm,https://luckystore.com/product/INV-0175,https://luckystore.com/images/products/INV-0175.jpg,in_stock,240.00 BDT,new,Lucky Store,,no,,,,placeholder,
INV-0176,Lux Soap Soft Touch 150g,Soap 150g,https://luckystore.com/product/INV-0176,https://luckystore.com/images/products/INV-0176.jpg,in_stock,90.00 BDT,new,Unilever,,no,,,,placeholder,
INV-0177,Godrej Red Hit (400ml),Aerosol 400ml,https://luckystore.com/product/INV-0177,https://luckystore.com/images/products/INV-0177.jpg,in_stock,360.00 BDT,new,GODREJ,350.00 BDT,no,,,,placeholder,
INV-0178,Radhuni Dhoniya Gura 500gm,500gm,https://luckystore.com/product/INV-0178,https://luckystore.com/images/products/INV-0178.jpg,in_stock,240.00 BDT,new,Lucky Store,,no,,,,placeholder,
INV-0179,Dairy Milk 18gm,18gm,https://luckystore.com/product/INV-0179,https://luckystore.com/images/products/INV-0179.jpg,in_stock,75.00 BDT,new,Lucky Store,,no,,,,placeholder,
INV-0180,Dove Shampoo Hairfall Rescue 6ml,Shampoo 6ml,https://luckystore.com/product/INV-0180,https://luckystore.com/images/products/INV-0180.jpg,in_stock,4.00 BDT,new,Unilever,,no,,,,placeholder,
INV-0181,Ispahani Blenders Choice Premium Black Tea - 400g,Ispahani Blenders Choice Premium Black Tea - 400g. Premium quality Tea & Coffee available at Lucky Store.,https://luckystore.com/product/INV-0181,https://luckystore.com/images/products/INV-0181.jpg,in_stock,310.00 BDT,new,Lucky Store,,no,,,,placeholder,
INV-0182,Ponds Superlight Gel 50ml,Ponds Superlight Gel 50ml. Premium quality Personal Care available at Lucky Store.,https://luckystore.com/product/INV-0182,https://luckystore.com/images/products/INV-0182.jpg,in_stock,200.00 BDT,new,Unilever,190.00 BDT,no,,,,placeholder,
INV-0183,Rin Fabric Solution Power Bright 500g,Laundry Soap 500g,https://luckystore.com/product/INV-0183,https://luckystore.com/images/products/INV-0183.jpg,in_stock,95.00 BDT,new,Unilever,90.30 BDT,no,,,,placeholder,
INV-0184,Lux Soap Velvet Touch 150g,Soap 150g,https://luckystore.com/product/INV-0184,https://luckystore.com/images/products/INV-0184.jpg,in_stock,90.00 BDT,new,Unilever,,no,,,,placeholder,
INV-0185,Godrej Black Hit (200ml),Aerosol 200ml,https://luckystore.com/product/INV-0185,https://luckystore.com/images/products/INV-0185.jpg,in_stock,225.00 BDT,new,GODREJ,,no,,,,placeholder,
INV-0186,Vim Dish Washing Liquid 475ml,Dishwashing Liquid 475ml,https://luckystore.com/product/INV-0186,https://luckystore.com/images/products/INV-0186.jpg,in_stock,130.00 BDT,new,Unilever,,no,,,,placeholder,
INV-0187,Radhuni Dhoniya Gura 15gm,15gm,https://luckystore.com/product/INV-0187,https://luckystore.com/images/products/INV-0187.jpg,in_stock,10.00 BDT,new,Lucky Store,,no,,,,placeholder,
INV-0188,Starship Chocolate Milk 200ml,200ml,https://luckystore.com/product/INV-0188,https://luckystore.com/images/products/INV-0188.jpg,in_stock,30.00 BDT,new,Lucky Store,,no,,,,placeholder,
INV-0189,Radhuni Morich Gura 25gm,25gm,https://luckystore.com/product/INV-0189,https://luckystore.com/images/products/INV-0189.jpg,in_stock,20.00 BDT,new,Lucky Store,,no,,,,placeholder,
INV-0190,Nan Opti Pro 1 300g,Nan Opti Pro 1 300g. Premium quality Baby Care available at Lucky Store.,https://luckystore.com/product/INV-0190,https://luckystore.com/images/products/INV-0190.jpg,in_stock,900.00 BDT,new,Lucky Store,,no,,,,placeholder,
INV-0191,Vim Dish Washing Liquid 200ml,Dishwashing Liquid 200ml,https://luckystore.com/product/INV-0191,https://luckystore.com/images/products/INV-0191.jpg,in_stock,50.00 BDT,new,Unilever,,no,,,,placeholder,
INV-0192,Kellogs Chocos 127g,Kellogs Chocos 127g. Premium quality Cereals available at Lucky Store.,https://luckystore.com/product/INV-0192,https://luckystore.com/images/products/INV-0192.jpg,in_stock,180.00 BDT,new,KELLOGS,,no,,,,placeholder,
INV-0193,Bourbon Cookies -Classic Pack,Bourbon Cookies -Classic Pack. Premium quality Biscuits & Cookies available at Lucky Store.,https://luckystore.com/product/INV-0193,https://luckystore.com/images/products/INV-0193.jpg,in_stock,150.00 BDT,new,Olympic Industries Limited,130.00 BDT,no,,,,placeholder,
INV-0194,Ispahani Blenders Choice Premium Black Tea - 200g,Ispahani Blenders Choice Premium Black Tea - 200g. Premium quality Tea & Coffee available at Lucky Store.,https://luckystore.com/product/INV-0194,https://luckystore.com/images/products/INV-0194.jpg,in_stock,160.00 BDT,new,Lucky Store,,no,,,,placeholder,
INV-0195,Radhuni Jira Gura 15gm,15gm,https://luckystore.com/product/INV-0195,https://luckystore.com/images/products/INV-0195.jpg,in_stock,28.00 BDT,new,Lucky Store,,no,,,,placeholder,
INV-0196,Pulse - Mango Masala,1 Jar,https://luckystore.com/product/INV-0196,https://luckystore.com/images/products/INV-0196.jpg,in_stock,2.00 BDT,new,Olympic Industries Limited,,no,,,,placeholder,
INV-0197,Dairy Milk Silk 55gm,55gm,https://luckystore.com/product/INV-0197,https://luckystore.com/images/products/INV-0197.jpg,in_stock,240.00 BDT,new,Lucky Store,,no,,,,placeholder,
INV-0198,Energy Plus - Family Pack,Check these products if Price & Quantity is matching,https://luckystore.com/product/INV-0198,https://luckystore.com/images/products/INV-0198.jpg,in_stock,50.00 BDT,new,Olympic Industries Limited,,no,,,,placeholder,
INV-0199,Godrej Black Hit/Lime (475ml),Aerosol 475ml,https://luckystore.com/product/INV-0199,https://luckystore.com/images/products/INV-0199.jpg,in_stock,375.00 BDT,new,GODREJ,,no,,,,placeholder,
INV-0200,Kellogs Oats 400g,Kellogs Oats 400g. Premium quality Cereals available at Lucky Store.,https://luckystore.com/product/INV-0200,https://luckystore.com/images/products/INV-0200.jpg,in_stock,360.00 BDT,new,KELLOGS,,no,,,,placeholder,
INV-0201,Radhuni Kasundi 285ml,285ml,https://luckystore.com/product/INV-0201,https://luckystore.com/images/products/INV-0201.jpg,in_stock,65.00 BDT,new,Lucky Store,,no,,,,placeholder,
INV-0202,Close Up Menthol Fresh Toothpaste 145g,Toothpaste 145g,https://luckystore.com/product/INV-0202,https://luckystore.com/images/products/INV-0202.jpg,in_stock,155.00 BDT,new,Unilever,147.30 BDT,no,,,,placeholder,
INV-0203,Godrej Soap,Soap,https://luckystore.com/product/INV-0203,https://luckystore.com/images/products/INV-0203.jpg,in_stock,230.00 BDT,new,GODREJ,,no,,,,placeholder,
INV-0204,Vim Dish Washing Liquid 1L,Dishwashing Liquid 1L,https://luckystore.com/product/INV-0204,https://luckystore.com/images/products/INV-0204.jpg,in_stock,240.00 BDT,new,Unilever,,no,,,,placeholder,
INV-0205,Kopi - Candy,1 Jar,https://luckystore.com/product/INV-0205,https://luckystore.com/images/products/INV-0205.jpg,in_stock,2.00 BDT,new,Olympic Industries Limited,,no,,,,placeholder,
INV-0206,Dairy Milk Silk Fruit & Nut 55gm,55gm,https://luckystore.com/product/INV-0206,https://luckystore.com/images/products/INV-0206.jpg,in_stock,240.00 BDT,new,Lucky Store,,no,,,,placeholder,
INV-0207,Nutty - Family Pack,Nutty - Family Pack. Premium quality Biscuits & Cookies available at Lucky Store.,https://luckystore.com/product/INV-0207,https://luckystore.com/images/products/INV-0207.jpg,in_stock,50.00 BDT,new,Olympic Industries Limited,,no,,,,placeholder,
INV-0208,Fortune Basmati Rice 1KG,1KG Bag,https://luckystore.com/product/INV-0208,https://luckystore.com/images/products/INV-0208.jpg,in_stock,400.00 BDT,new,Rupchanda,,no,,,,placeholder,
INV-0209,Seylon Tea Bag Pyramid 2gm,2gm,https://luckystore.com/product/INV-0209,https://luckystore.com/images/products/INV-0209.jpg,in_stock,90.00 BDT,new,Lucky Store,,no,,,,placeholder,
INV-0210,Radhuni Mangsho Masala 100gm,100gm,https://luckystore.com/product/INV-0210,https://luckystore.com/images/products/INV-0210.jpg,in_stock,95.00 BDT,new,Lucky Store,,no,,,,placeholder,
INV-0211,Radhuni Premium Ghee 100gm,100gm,https://luckystore.com/product/INV-0211,https://luckystore.com/images/products/INV-0211.jpg,in_stock,230.00 BDT,new,Lucky Store,,no,,,,placeholder,
INV-0212,Radhuni Shorisha Oil 1ltr,1ml,https://luckystore.com/product/INV-0212,https://d2t8nl1y0ie1km.cloudfront.net/images/thumbs/66813503f077212bd74ef2d0_Radhuni-Mustard-Oil-1L_1_415.webp,in_stock,360.00 BDT,new,Lucky Store,350.00 BDT,no,,,,shwapno_match_high,0.900
INV-0213,Radhuni Shorisha Oil 500ml,500ml,https://luckystore.com/product/INV-0213,https://luckystore.com/images/products/INV-0213.jpg,in_stock,185.00 BDT,new,Lucky Store,180.00 BDT,no,,,,placeholder,
INV-0214,Radhuni Morich Gura 100gm,100gm,https://luckystore.com/product/INV-0214,https://luckystore.com/images/products/INV-0214.jpg,in_stock,75.00 BDT,new,Lucky Store,70.00 BDT,no,,,,placeholder,
INV-0215,Milk Mary - Family Pack,Milk Mary - Family Pack. Premium quality Biscuits & Cookies available at Lucky Store.,https://luckystore.com/product/INV-0215,https://luckystore.com/images/products/INV-0215.jpg,in_stock,50.00 BDT,new,Olympic Industries Limited,,no,,,,placeholder,
INV-0216,Dairy Milk Perk,52gm,https://luckystore.com/product/INV-0216,https://luckystore.com/images/products/INV-0216.jpg,in_stock,80.00 BDT,new,Lucky Store,,no,,,,placeholder,
INV-0217,Godrej Powder Hair Dye Black 3g,Hair Color Powder,https://luckystore.com/product/INV-0217,https://luckystore.com/images/products/INV-0217.jpg,in_stock,18.00 BDT,new,GODREJ,15.00 BDT,no,,,,placeholder,
INV-0218,Lux Soap Soft Touch 75g,Soap 75g,https://luckystore.com/product/INV-0218,https://luckystore.com/images/products/INV-0218.jpg,in_stock,50.00 BDT,new,Unilever,,no,,,,placeholder,
INV-0219,Toffeeto Chocolate,1 Jar,https://luckystore.com/product/INV-0219,https://luckystore.com/images/products/INV-0219.jpg,in_stock,450.00 BDT,new,Olympic Industries Limited,,no,,,,placeholder,
INV-0220,Nescafe Classic 200g Pouch,Nescafe Classic 200g Pouch. Premium quality Tea & Coffee available at Lucky Store.,https://luckystore.com/product/INV-0220,https://luckystore.com/images/products/INV-0220.jpg,in_stock,950.00 BDT,new,Lucky Store,,no,,,,placeholder,
INV-0221,Radhuni Kacchi Biriyani Masala 40gm,40gm,https://luckystore.com/product/INV-0221,https://d2t8nl1y0ie1km.cloudfront.net/images/thumbs/65fa95f0115075f231eccc3f_Radhuni-Biryani-Masala-40gm_1_415.webp,in_stock,70.00 BDT,new,Lucky Store,67.00 BDT,no,,,,shwapno_match_high,0.905
INV-0222,Shell & Core,Shell & Core. Premium quality Ice Cream available at Lucky Store.,https://luckystore.com/product/INV-0222,https://luckystore.com/images/products/INV-0222.jpg,in_stock,30.00 BDT,new,Lucky Store,,no,,,,placeholder,
INV-0223,Hello Cookies - Family Pack,Hello Cookies - Family Pack. Premium quality Biscuits & Cookies available at Lucky Store.,https://luckystore.com/product/INV-0223,https://luckystore.com/images/products/INV-0223.jpg,in_stock,50.00 BDT,new,Olympic Industries Limited,,no,,,,placeholder,
INV-0224,Expert Shampoo Hair Color 9g,Hair Color,https://luckystore.com/product/INV-0224,https://luckystore.com/images/products/INV-0224.jpg,in_stock,50.00 BDT,new,GODREJ,,no,,,,placeholder,
INV-0225,Mojo 250ml,Mojo 250ml. Premium quality Beverages available at Lucky Store.,https://luckystore.com/product/INV-0225,https://luckystore.com/images/products/INV-0225.jpg,in_stock,20.00 BDT,new,Lucky Store,,no,,,,placeholder,
INV-0226,Bashundhara Restaurant Napkin,Bashundhara Restaurant Napkin. Premium quality Personal Care available at Lucky Store.,https://luckystore.com/product/INV-0226,https://luckystore.com/images/products/INV-0226.jpg,in_stock,62.00 BDT,new,Lucky Store,,no,,,,placeholder,
INV-0227,Lux Soap Velvet Touch 75g,Soap 75g,https://luckystore.com/product/INV-0227,https://luckystore.com/images/products/INV-0227.jpg,in_stock,50.00 BDT,new,Unilever,,no,,,,placeholder,
INV-0228,Clear Shampoo Cool Sport Menthol 330ml,Shampoo 330ml,https://luckystore.com/product/INV-0228,https://luckystore.com/images/products/INV-0228.jpg,in_stock,500.00 BDT,new,Unilever,490.00 BDT,no,,,,placeholder,
INV-0229,Radhuni Korma Masala 30gm,30gm,https://luckystore.com/product/INV-0229,https://luckystore.com/images/products/INV-0229.jpg,in_stock,50.00 BDT,new,Lucky Store,48.00 BDT,no,,,,placeholder,
INV-0230,Kodomo Toothpaste Orange Cream - 40g,Kodomo Toothpaste Orange Cream - 40g. Premium quality Personal Care available at Lucky Store.,https://luckystore.com/product/INV-0230,https://luckystore.com/images/products/INV-0230.jpg,in_stock,170.00 BDT,new,Lucky Store,,no,,,,placeholder,
INV-0231,Tastemaker - Tasting Salt,Tastemaker - Tasting Salt. Premium quality Cooking Needs available at Lucky Store.,https://luckystore.com/product/INV-0231,https://luckystore.com/images/products/INV-0231.jpg,in_stock,50.00 BDT,new,Lucky Store,,no,,,,placeholder,
INV-0232,Expert Shampoo Hair Color 5g,Hair Color,https://luckystore.com/product/INV-0232,https://luckystore.com/images/products/INV-0232.jpg,in_stock,30.00 BDT,new,GODREJ,,no,,,,placeholder,
